pub_date	title	venue	excerpt	citation	url_slug	paper_url	submitted
2021-02-04	Automated Alignment for Equivalence Checking	Computer-Aided Verification	This paper is about Equivalence Checking of programs with loops	"<b>A. Hamza</b> and G. Fedyukovich, ""Automated Alignment for Equivalence Checking,"" in <i>Computer-Aided Verification</i>, 2021"	Equivalence-Checking		no
